No.,Ticker,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Price,Change,Volume
1214,PGC,530.06M,10.08,7.44,8.40,3.19,1.05,3.62,7.55,143.60%,18.19%,12.90%,1.20%,6.50%,30.17,0.79%,"12,872"
1215,PGR,63.37B,30.43,18.21,1.00,1.32,3.95,232.38,16.80,-41.40%,31.23%,26.30%,30.32%,15.30%,111.22,-0.66%,"1,086,352"
1216,PHI,6.40B,12.00,-,8.00,1.84,2.90,12.23,4.89,8.60%,-,5.70%,1.50%,3.20%,29.54,1.30%,"27,384"
1217,PHUN,140.22M,-,-,-,8.87,2.59,12.98,-,-41.50%,29.40%,-44.60%,-,-,1.41,1.04%,"933,071"
1218,PHVS,768.67M,-,-,-,-,3.96,3.94,-,-65.00%,-27.20%,-,21.27%,-,22.30,-2.41%,"4,407"
1219,PHX,109.19M,-,4.38,-,2.10,1.26,64.23,8.34,83.00%,-23.66%,17.10%,-,-0.50%,3.08,-0.96%,"115,537"
1220,PI,1.70B,-,114.40,-,8.59,-,10.30,-,6.80%,275.00%,-40.30%,10.00%,11.10%,70.61,2.88%,"87,909"
1221,PID,-,-,-,-,-,-,-,-,-,-,-,-,-,17.27,-0.29%,"80,960"
1222,PINC,4.36B,17.51,14.01,2.66,2.77,1.98,24.28,11.75,-54.10%,5.17%,-17.00%,6.59%,8.20%,37.17,-0.34%,"129,739"
1223,PIPP,270.37M,26.83,-,-,-,1.06,-,-,350.50%,-,-,-,-,9.90,-0.05%,"16,032"
1224,PIPR,1.89B,7.12,8.35,0.71,0.96,1.57,7.67,5.84,543.00%,11.07%,62.90%,10.00%,21.50%,113.10,2.71%,"23,909"
1225,PJUL,-,-,-,-,-,-,-,-,-,-,-,-,-,30.10,0.30%,"68,516"
1226,PKBK,247.75M,6.22,-,0.24,3.05,1.05,0.49,8.66,41.80%,-,18.30%,26.30%,14.20%,21.30,0.33%,"3,521"
1227,PKG,12.92B,14.10,11.93,1.45,1.60,3.40,18.20,15.27,82.30%,0.74%,13.20%,9.71%,6.00%,137.82,-0.33%,"159,745"
1228,PLAB,1.25B,14.43,9.31,1.44,1.67,1.50,3.79,9.94,73.10%,16.68%,6.80%,10.00%,6.50%,21.52,4.26%,"615,578"
1229,PLAY,1.67B,10.97,8.71,2.40,1.12,4.79,12.03,7.19,146.40%,11.08%,1.00%,4.58%,5.30%,35.10,1.18%,"270,634"
1230,PLNT,6.82B,121.57,36.41,-,10.30,-,14.47,44.79,373.10%,37.33%,0.50%,-,9.20%,78.78,1.57%,"358,137"
1231,PLUS,1.39B,16.82,10.53,3.36,0.76,2.12,8.95,-,27.30%,14.48%,85.20%,5.00%,6.50%,53.61,1.44%,"21,356"
1232,PLYA,1.10B,49.78,12.61,-,1.63,1.64,3.68,14.37,72.30%,31.28%,-3.40%,-,0.50%,6.76,0.52%,"150,931"
1233,PME,78.12M,-,-,-,0.48,1.08,13.47,-,96.00%,-,26.70%,-,51.50%,0.99,4.93%,"149,192"
1234,PMTS,182.92M,10.23,6.59,0.79,0.46,-,15.12,-,-6.00%,0.00%,23.10%,13.00%,4.00%,16.10,-5.29%,381
1235,PMVC,217.63M,19.96,-,-,-,1.31,167.40,-,623.50%,-,-,-,-,9.96,0.00%,0
1236,PNBK,48.51M,9.58,-,-,1.49,0.77,0.87,12.77,233.00%,-,21.50%,-,5.00%,12.45,1.63%,629
1237,PNRG,160.48M,21.53,-,-,1.77,1.45,39.14,14.20,165.80%,-,-7.50%,-,7.00%,84.38,5.69%,"4,316"
1238,PNT,769.47M,-,-,-,-,3.18,3.38,-,-318.90%,9.00%,-,-,-,8.13,-3.67%,"78,029"
1239,PNTM,848.65M,93.90,-,-,-,1.31,-,-,-,-,-,-,-,9.86,0.00%,625
1240,POLY,1.74B,111.31,7.93,7.42,1.03,84.79,9.46,-,129.20%,63.19%,-30.50%,15.00%,13.80%,39.83,-0.05%,"653,940"
1241,POR,4.40B,21.57,17.64,6.67,1.82,1.65,35.50,-,57.50%,10.51%,4.70%,3.23%,4.50%,50.18,0.18%,"282,388"
1242,POST,5.13B,11.55,29.81,-,0.85,1.50,5.48,13.79,-33.90%,95.93%,52.30%,-0.40%,4.40%,84.15,-0.72%,"69,616"
1243,POW,308.44M,71.51,-,-,-,1.31,771.10,-,-,-,-,-,-,9.87,-0.72%,200
1244,PPC,7.41B,35.80,10.02,2.40,0.47,2.70,10.22,22.07,-67.00%,-4.90%,-40.70%,14.90%,8.40%,31.01,0.49%,"149,598"
1245,PPH,-,-,-,-,-,-,-,-,-,-,-,-,-,76.04,-0.91%,"42,433"
1246,PPIH,72.63M,12.26,-,-,0.50,1.31,11.35,-,176.60%,-,19.20%,-,7.00%,8.85,1.37%,"2,301"
1247,PRA,1.21B,9.13,19.68,0.33,1.06,0.95,16.73,24.77,181.70%,32.56%,-1.20%,27.30%,4.00%,22.31,-0.58%,"55,107"
1248,PRAA,1.51B,10.24,12.63,0.28,1.44,1.19,19.07,51.31,24.10%,14.65%,16.80%,36.00%,3.30%,38.55,1.07%,"37,440"
1249,PRDO,841.79M,8.03,8.65,0.54,1.22,1.28,1.69,5.45,-11.30%,5.80%,55.70%,15.00%,-0.30%,12.75,0.95%,"150,435"
1250,PRFT,3.24B,52.15,19.09,2.90,3.98,9.43,133.68,38.19,61.90%,16.52%,20.80%,18.00%,9.30%,98.34,2.72%,"38,712"
1251,PRGS,1.92B,21.08,10.25,10.54,3.31,5.29,8.52,12.38,-0.10%,7.85%,28.90%,2.00%,5.60%,45.98,1.73%,"61,524"
1252,PRK,1.96B,13.56,14.13,3.31,5.73,1.87,5.91,34.67,20.20%,-0.23%,10.90%,4.10%,4.60%,123.79,-0.16%,"5,492"
1253,PRPH,213.23M,20.30,56.04,-,1.92,3.27,7.28,24.79,270.00%,-71.26%,28.10%,-,79.80%,13.64,-2.64%,"90,564"
1254,PRSR,399.51M,-,-,-,-,1.28,-,-,-,-,-,-,-,9.85,-0.02%,"3,818"
1255,PRT,100.74M,12.01,-,2.40,10.49,1.27,53.02,-,285.90%,-,-,5.00%,-,8.95,2.52%,"16,450"
1256,PSA,54.30B,30.74,27.38,1.81,14.99,10.36,57.73,58.48,56.90%,5.48%,7.70%,17.00%,5.90%,315.93,-0.11%,"128,891"
1257,PSB,5.18B,11.86,48.80,-,11.67,5.05,49.67,297.43,214.50%,7.11%,43.80%,-,2.50%,187.44,0.00%,0
1258,PSCE,-,-,-,-,-,-,-,-,-,-,-,-,-,8.88,0.57%,"123,365"
1259,PSN,4.19B,60.49,18.70,-,1.12,2.20,14.68,18.66,-41.30%,18.15%,44.00%,-,3.80%,41.04,0.96%,"186,845"
1260,PSQ,-,-,-,-,-,-,-,-,-,-,-,-,-,13.27,-1.81%,"16,837,273"
1261,PST,-,-,-,-,-,-,-,-,-,-,-,-,-,19.86,0.15%,"35,514"
1262,PSTG,7.78B,-,24.09,-,3.26,10.80,6.02,-,52.40%,17.34%,15.10%,-,24.20%,27.18,2.30%,"2,088,003"
1263,PSX,39.54B,14.86,8.40,2.36,0.31,1.76,11.85,11.67,132.70%,-25.99%,0.30%,6.30%,5.60%,86.81,1.64%,"1,383,339"
1264,PTCT,3.15B,-,-,-,5.54,-,5.36,-,-12.00%,29.40%,-12.20%,-9.51%,45.50%,44.01,-0.24%,"163,042"
1265,PTEN,3.06B,-,14.39,-,1.88,1.94,63.40,-,21.20%,32766.67%,-9.10%,-,8.20%,14.09,-0.74%,"784,491"
1266,PTLC,-,-,-,-,-,-,-,-,-,-,-,-,-,37.56,0.01%,"109,576"
1267,PTMN,235.23M,2.47,8.71,0.16,2.94,0.82,-,-,-50.30%,-2.40%,-29.73%,15.00%,-,24.30,-0.02%,"15,427"
1268,PTNR,1.43B,33.83,-,16.91,1.48,2.63,6.74,18.08,569.10%,-,13.70%,2.00%,-1.00%,7.87,1.16%,"1,986"
1269,PTR,137.56B,5.61,4.64,-,0.33,0.45,4.88,8.25,384.90%,1.74%,63.60%,-12.10%,10.10%,46.31,-0.98%,"48,536"
1270,PTSI,667.45M,8.05,8.60,0.40,0.86,2.95,5.62,7.28,333.10%,-18.89%,51.60%,20.00%,10.30%,31.36,-0.06%,"18,888"
1271,PUCK,324.19M,-,-,-,-,1.27,-,-,-,-,-,-,-,9.83,0.00%,0
1272,PUI,-,-,-,-,-,-,-,-,-,-,-,-,-,34.08,-0.24%,995
1273,PUMP,961.89M,-,5.54,-,0.97,1.15,13.59,-,50.30%,80.94%,4.40%,-10.90%,14.90%,9.50,0.96%,"260,730"
1274,PUTW,-,-,-,-,-,-,-,-,-,-,-,-,-,32.69,0.43%,"4,982"
1275,PUYI,489.65M,-,-,-,15.80,11.71,14.97,-,-40.90%,-,-,-,-,8.39,3.84%,"1,075"
1276,PV,529.17M,193.04,-,-,-,1.40,755.96,-,-,-,-,-,-,9.85,0.00%,0
1277,PVAL,-,-,-,-,-,-,-,-,-,-,-,-,-,25.39,0.06%,"4,556"
1278,PVL,105.26M,17.83,-,-,13.67,1.69,350.85,-,-37.90%,-,-18.10%,-,-13.90%,3.27,-0.30%,"125,392"
1279,PWR,18.85B,39.77,18.76,2.36,1.32,3.66,79.08,201.56,9.00%,11.08%,21.50%,16.84%,11.10%,132.26,0.88%,"287,187"
1280,PWV,-,-,-,-,-,-,-,-,-,-,-,-,-,44.39,0.05%,"2,238"
1281,PX,1.34B,77.84,12.83,-,8.32,3.57,56.52,28.62,-67.20%,18.97%,27.10%,-,-,11.95,0.34%,"129,910"
1282,PXD,51.14B,13.08,7.38,0.76,2.44,2.20,15.71,9.21,810.30%,-11.86%,35.50%,17.21%,38.50%,217.01,1.19%,"738,713"
1283,PXE,-,-,-,-,-,-,-,-,-,-,-,-,-,26.68,1.29%,"39,194"
1284,PXI,-,-,-,-,-,-,-,-,-,-,-,-,-,39.32,0.92%,"12,443"
1285,PXJ,-,-,-,-,-,-,-,-,-,-,-,-,-,3.64,-1.09%,"64,703"
1286,PXS,30.13M,-,7.27,-,1.12,0.67,15.86,-,-10.60%,-45.89%,-2.40%,-,-3.80%,2.83,-1.57%,"10,068"
1287,PYPE,-,-,-,-,-,-,-,-,-,-,-,-,-,18.64,0.00%,0
1288,QABA,-,-,-,-,-,-,-,-,-,-,-,-,-,51.53,0.14%,691
1289,QAT,-,-,-,-,-,-,-,-,-,-,-,-,-,21.28,2.18%,719
1290,QCOM,162.23B,15.09,11.25,1.05,4.13,12.44,14.05,39.27,74.00%,4.82%,15.60%,14.34%,7.30%,151.39,2.73%,"3,870,542"
1291,QCRH,947.60M,8.40,7.63,0.84,4.65,1.30,3.72,14.67,63.30%,14.77%,23.40%,10.00%,13.50%,55.56,0.15%,"30,254"
1292,QFTA,248.98M,-,-,-,-,1.32,2489.85,-,-,-,-,-,-,9.85,-0.51%,529
1293,QID,-,-,-,-,-,-,-,-,-,-,-,-,-,22.12,-3.58%,"3,935,623"
1294,QLYS,4.83B,53.08,36.37,6.64,11.29,11.66,10.57,24.65,-21.10%,11.19%,28.70%,8.00%,15.70%,129.73,1.70%,"97,196"
1295,QUIK,93.71M,-,47.81,-,6.46,9.33,4.66,-,49.70%,666.70%,32.50%,20.00%,2.10%,8.22,7.45%,"30,167"
1296,R,3.76B,6.23,6.82,-,0.36,1.45,16.93,-,661.70%,-22.41%,14.40%,-,7.40%,75.30,0.27%,"118,270"
1297,RAM,182.40M,56.39,-,-,-,1.37,-,-,-,-,-,-,-,10.14,-0.09%,633
1298,RAMMU,-,-,-,-,-,1.34,-,-,-,-,-,-,-,10.20,0.00%,0
1299,RAVE,23.58M,12.18,-,1.22,2.31,3.44,3.28,10.72,130.00%,-,16.00%,10.00%,-32.20%,1.38,2.99%,"78,288"
1300,RBA,7.50B,25.42,30.12,2.12,5.07,6.21,17.04,36.68,-15.40%,-5.07%,9.80%,12.00%,4.70%,67.78,-1.43%,"182,997"
1301,RBAC,717.26M,-,-,-,-,1.43,3586.31,-,126.80%,-,-,-,-,9.99,0.10%,"9,116"
1302,RBCAA,970.85M,10.82,11.56,1.08,4.14,1.06,0.89,7.21,5.80%,4.63%,13.80%,10.00%,5.40%,48.97,-1.39%,"4,230"
1303,RBCN,38.73M,52.70,-,2.64,8.61,1.29,1.46,193.67,32.50%,-,62.00%,20.00%,-27.00%,15.77,-0.25%,"18,713"
1304,RCG,13.48M,2.28,-,-,193.71,0.84,-,-,-,-,-,-,-,2.32,2.42%,"2,928"
1305,RCHG,251.45M,29.24,-,-,-,1.31,628.63,-,201.20%,-,-,-,-,10.03,0.00%,102
1306,RCM,9.11B,70.48,37.93,2.82,6.00,17.81,73.49,46.08,-785.00%,43.69%,-37.10%,25.00%,20.00%,23.47,0.60%,"247,629"
1307,RCMT,191.77M,12.87,8.79,0.86,0.79,6.48,213.08,16.25,229.50%,9.30%,46.20%,15.00%,2.90%,18.86,-1.36%,"35,032"
1308,RDCM,172.16M,-,196.67,-,4.12,2.39,2.43,-,-30.00%,50.00%,-32.60%,15.00%,6.40%,11.75,-0.42%,"7,837"
1309,RDIV,-,-,-,-,-,-,-,-,-,-,-,-,-,41.38,-0.12%,"23,322"
1310,RE,10.65B,8.03,6.62,-,0.88,1.10,5.99,-,189.40%,28.43%,7.90%,-,15.30%,269.24,-0.27%,"50,820"
1311,REG,10.50B,22.44,31.19,43.41,8.79,1.74,59.66,43.10,699.30%,-15.81%,8.30%,0.52%,13.70%,63.37,1.49%,"268,446"
1312,REGN,64.51B,8.44,13.72,-,3.91,3.19,9.15,8.13,135.80%,-0.53%,56.40%,-,27.00%,597.19,0.25%,"143,506"
1313,REI,273.81M,18.39,2.25,0.50,1.22,0.85,130.39,3.38,100.80%,60.41%,15.20%,37.00%,44.80%,2.64,0.57%,"1,434,225"
1314,REK,-,-,-,-,-,-,-,-,-,-,-,-,-,18.76,0.00%,"50,630"
1315,RELL,216.94M,17.53,-,0.88,1.02,1.44,-,-,189.10%,-,17.50%,20.00%,4.50%,17.00,4.62%,"599,282"
1316,RELX,52.88B,31.07,-,4.38,6.18,14.08,395.83,41.88,18.70%,-,6.50%,7.10%,1.00%,27.77,-0.36%,"528,364"
1317,RENN,721.52M,-,-,-,22.41,4.81,-,-,-615.20%,-,30.30%,-,-12.70%,29.06,0.21%,"10,295"
1318,REPX,488.95M,75.60,4.22,-,2.27,2.20,24.95,6.40,26.40%,28.55%,18.30%,-,100.40%,26.75,5.31%,"13,267"
1319,RES,1.42B,44.08,10.50,-,1.47,2.18,19.43,-,103.40%,47.00%,15.50%,-,3.50%,6.72,0.30%,"358,585"
1320,REW,-,-,-,-,-,-,-,-,-,-,-,-,-,18.64,-4.70%,"19,682"
1321,REX,541.82M,12.48,10.65,1.56,0.67,1.30,2.32,-,-44.30%,25.62%,10.10%,8.00%,11.30%,94.02,-1.44%,"25,778"
1322,REXR,10.06B,69.90,59.69,6.99,20.40,2.00,206.15,57.95,57.60%,1.68%,17.10%,10.00%,29.10%,62.11,1.32%,"512,254"
1323,RF,17.80B,8.32,8.27,-,4.32,1.23,0.64,8.17,141.90%,8.12%,23.60%,-0.37%,1.40%,20.01,-0.15%,"1,811,202"
1324,RFDA,-,-,-,-,-,-,-,-,-,-,-,-,-,44.50,0.04%,992
1325,RFP,2.44B,3.75,6.39,-,0.65,0.89,15.08,4.00,-17.70%,-41.23%,44.20%,-,0.70%,20.22,0.10%,"709,161"
1326,RGA,7.81B,19.67,7.84,-,0.48,0.86,2.88,4.43,43.30%,51.73%,-3.50%,-,7.30%,116.33,-1.14%,"49,910"
1327,RGC,500.92M,-,-,-,-,-,-,-,-,-,-,-,-,37.42,-3.13%,"3,496"
1328,RGP,667.40M,9.71,10.49,1.21,0.88,1.87,8.12,133.48,-11.70%,-3.24%,-0.90%,8.00%,1.00%,20.28,-0.39%,"106,343"
1329,RHP,4.50B,-,21.79,-,3.90,-,35.06,50.92,57.70%,97.95%,-24.90%,15.51%,-4.00%,85.56,1.72%,"102,299"
1330,RHS,-,-,-,-,-,-,-,-,-,-,-,-,-,167.30,-0.26%,"8,980"
1331,RINF,-,-,-,-,-,-,-,-,-,-,-,-,-,31.64,-0.52%,"12,300"
1332,RJA,-,-,-,-,-,-,-,-,-,-,-,-,-,8.92,-0.22%,"39,543"
1333,RJF,19.66B,13.22,10.06,1.55,1.83,2.26,3.44,4.42,71.00%,26.06%,22.20%,8.54%,12.40%,94.37,0.69%,"204,317"
1334,RJI,-,-,-,-,-,-,-,-,-,-,-,-,-,8.30,0.12%,"7,842"
1335,RJN,-,-,-,-,-,-,-,-,-,-,-,-,-,4.34,-0.80%,810
1336,RLGT,363.60M,9.69,7.14,0.39,0.27,2.01,9.09,-,117.20%,17.98%,42.60%,24.60%,2.60%,7.49,-0.13%,"38,859"
1337,RLI,5.11B,20.42,27.42,2.08,4.42,4.48,70.92,23.41,76.50%,-5.78%,18.80%,9.80%,7.60%,113.94,-0.08%,"51,487"
1338,RLY,-,-,-,-,-,-,-,-,-,-,-,-,-,27.64,-0.09%,"85,731"
1339,RMBS,2.47B,-,13.92,-,6.92,3.19,7.18,12.32,144.70%,5.08%,21.50%,8.39%,-0.50%,23.58,2.43%,"193,226"
1340,RNGR,234.60M,-,7.16,-,0.62,0.73,61.74,-,152.60%,225.61%,30.50%,8.00%,40.90%,9.60,0.42%,"3,048"
1341,ROCC,1.45B,14.32,2.63,0.46,1.94,2.28,226.13,14.80,111.50%,10.14%,-49.20%,31.00%,34.40%,34.08,0.29%,"132,880"
1342,ROG,4.99B,53.78,28.42,-,5.24,4.47,27.39,-,114.50%,52.20%,16.70%,-,7.30%,267.00,0.37%,"38,644"
1343,ROL,17.72B,54.23,45.21,6.61,7.15,16.20,68.62,142.93,34.30%,10.87%,15.90%,8.20%,9.00%,36.67,0.63%,"653,486"
1344,ROLL,5.95B,107.24,29.75,18.18,6.31,2.58,32.55,39.56,-45.50%,16.91%,-8.10%,5.90%,8.90%,215.65,1.10%,"33,481"
1345,RPRX,26.06B,43.80,12.79,3.91,11.44,3.28,8.95,-,13.30%,15.14%,-,11.20%,-,43.18,-1.12%,"545,457"
1346,RPV,-,-,-,-,-,-,-,-,-,-,-,-,-,76.46,-0.03%,"357,908"
1347,RRBI,368.56M,12.20,10.83,-,4.71,1.47,0.66,9.45,17.80%,20.31%,16.60%,-,7.30%,54.17,-0.06%,323
1348,RRC,7.53B,-,5.23,-,1.87,4.35,66.69,6.91,154.60%,13.20%,20.90%,29.08%,21.30%,29.32,3.28%,"2,412,179"
1349,RS,11.07B,6.89,8.39,0.40,0.70,1.71,20.20,18.66,288.40%,-25.54%,39.50%,17.28%,10.30%,179.51,-0.54%,"66,036"
1350,RSG,40.52B,30.51,24.75,2.88,3.47,4.54,1038.89,42.70,33.60%,11.09%,17.80%,10.61%,3.80%,129.27,0.30%,"257,804"
1351,RTLR,489.57M,14.20,8.84,0.41,1.22,1.43,35.73,2.63,16.00%,10.28%,92.50%,34.67%,106.30%,13.26,1.30%,"323,788"
1352,RTM,-,-,-,-,-,-,-,-,-,-,-,-,-,158.49,0.25%,"18,308"
1353,RTX,137.77B,33.47,16.20,2.07,2.12,1.92,22.81,83.70,212.80%,21.30%,-15.90%,16.20%,2.40%,94.67,0.91%,"1,586,655"
1354,RUSHA,2.77B,10.02,9.73,-,0.51,1.81,13.24,14.25,104.20%,-2.90%,44.30%,-4.79%,4.00%,50.08,0.36%,"30,427"
1355,RVSB,157.89M,7.16,9.01,0.60,3.17,0.99,0.65,18.58,109.20%,-20.41%,24.50%,12.00%,6.90%,7.18,2.06%,"4,790"
1356,RWL,-,-,-,-,-,-,-,-,-,-,-,-,-,73.02,0.41%,"19,982"
1357,RWM,-,-,-,-,-,-,-,-,-,-,-,-,-,24.33,-1.18%,"1,288,689"
1358,RWVG,-,-,-,-,-,-,-,-,-,-,-,-,-,56.67,-0.20%,371
1359,RXDX,1.18B,-,-,-,186.81,5.80,5.18,-,-244.40%,-9.90%,-,-,-,32.66,6.18%,"124,717"
1360,RYE,-,-,-,-,-,-,-,-,-,-,-,-,-,62.43,0.42%,"34,844"
1361,RYI,894.53M,2.13,-,6.87,0.14,1.30,20.01,10.39,537.10%,-,69.30%,0.31%,14.70%,23.39,-0.85%,"99,538"
1362,RYU,-,-,-,-,-,-,-,-,-,-,-,-,-,111.58,-0.36%,"13,784"
1363,RZV,-,-,-,-,-,-,-,-,-,-,-,-,-,86.73,0.40%,"1,480"
1364,SAFM,4.65B,5.41,6.84,-,0.83,1.96,5.61,6.03,45.70%,-35.95%,19.50%,-9.10%,11.30%,210.23,0.49%,"114,089"
1365,SAFT,1.36B,13.51,19.78,0.90,1.62,1.58,38.72,-,-4.20%,13.25%,15.60%,15.00%,1.20%,92.70,-0.29%,"19,614"
1366,SAIA,5.50B,18.93,15.45,0.59,2.23,4.28,38.95,49.49,82.30%,4.31%,38.40%,31.83%,12.90%,211.65,1.08%,"101,985"
1367,SAIC,5.14B,19.86,12.30,3.89,0.68,3.17,91.84,15.58,33.90%,7.04%,8.90%,5.10%,10.70%,92.42,-0.36%,"56,442"
1368,SAIL,5.94B,-,31815.00,-,12.82,15.44,14.34,-,-459.40%,100.00%,-2.70%,15.00%,27.10%,63.66,0.05%,"217,535"
1369,SALM,61.57M,1.51,5.42,0.22,0.24,0.36,-,3.52,175.10%,39.62%,34.90%,7.00%,-1.20%,2.45,3.38%,"34,050"
1370,SAMG,243.82M,8.49,8.45,0.67,1.82,1.96,4.28,8.41,44.80%,18.28%,19.40%,12.60%,10.40%,17.22,0.66%,"7,406"
1371,SANM,2.57B,10.08,8.75,-,0.37,1.48,-,10.60,103.20%,9.68%,11.00%,-1.50%,0.80%,43.72,0.90%,"64,240"
1372,SB,419.92M,2.39,3.15,0.17,1.22,0.62,2.69,1.76,683.10%,-12.92%,30.20%,14.00%,24.60%,3.63,1.09%,"470,361"
1373,SBB,-,-,-,-,-,-,-,-,-,-,-,-,-,18.49,-0.88%,"5,207"
1374,SBCF,1.99B,17.64,12.88,1.96,6.78,1.52,1.62,15.69,51.10%,67.84%,22.90%,9.00%,13.90%,33.87,0.59%,"42,949"
1375,SBEV,105.52M,-,302.00,-,8.05,7.37,12.41,-,2.10%,105.00%,-,-,62.10%,3.06,1.32%,"51,362"
1376,SBLK,2.46B,3.19,5.88,-,1.55,1.25,5.80,6.90,-0.70%,-42.33%,32.40%,-,45.10%,25.35,-0.39%,"926,079"
1377,SBOW,523.06M,-,1.57,-,1.16,2.42,326.92,4.15,124.70%,43.70%,-37.90%,5.00%,19.90%,34.37,5.40%,"122,023"
1378,SBR,898.70M,12.98,-,-,11.97,72.74,58.36,116.71,73.70%,-,16.10%,-,15.20%,64.50,0.77%,"21,019"
1379,SBS,5.26B,10.44,-,0.97,1.45,1.12,8.38,8.30,136.90%,-,-4.80%,10.71%,6.70%,7.81,-0.38%,"759,983"
1380,SBSI,1.19B,11.76,11.72,5.88,5.49,1.55,6.22,9.48,40.50%,1.48%,13.90%,2.00%,5.00%,37.34,-0.77%,"14,522"
1381,SBT,299.39M,11.24,17.85,-,2.73,0.87,0.59,10.43,279.30%,-2.94%,-5.80%,-,5.10%,5.89,0.00%,"9,460"
1382,SCHL,1.19B,35.92,-,3.95,0.78,1.04,3.86,7.73,74.70%,-,-17.70%,9.10%,-4.90%,35.72,0.83%,"25,379"
1383,SCI,11.07B,14.96,20.41,1.25,2.65,6.20,36.82,22.79,63.80%,-1.42%,39.20%,12.00%,6.40%,70.99,0.25%,"247,117"
1384,SCM,243.96M,6.08,10.43,-,3.83,0.89,-,-,16.80%,1.70%,-1.87%,-,-,12.70,1.41%,"35,118"
1385,SCOA,710.20M,32.86,-,-,-,1.30,7102.01,-,295.70%,-,-,-,-,9.88,-0.10%,68
1386,SCSC,798.71M,9.22,7.32,0.66,0.23,1.01,18.36,54.33,157.00%,8.32%,-5.70%,14.00%,-2.30%,32.44,1.66%,"31,394"
1387,SD,594.22M,5.37,-,1.07,3.08,2.20,3.63,4.64,140.30%,-,-44.10%,5.00%,-15.50%,17.23,2.56%,"227,595"
1388,SDOG,-,-,-,-,-,-,-,-,-,-,-,-,-,51.01,0.04%,"37,228"
1389,SDPI,25.73M,34.04,4.21,-,1.72,3.85,8.87,-,85.10%,133.33%,46.90%,-,13.30%,0.92,3.95%,"18,305"
1390,SDS,-,-,-,-,-,-,-,-,-,-,-,-,-,45.64,-1.64%,"4,694,438"
1391,SDY,-,-,-,-,-,-,-,-,-,-,-,-,-,120.81,-0.11%,"337,590"
1392,SEAS,3.13B,12.08,8.97,0.59,1.95,-,8.22,7.68,180.70%,16.58%,88.60%,20.53%,2.30%,45.35,2.35%,"199,329"
1393,SEATW,-,-,-,-,-,-,-,-,-,-,-,-,-,2.15,3.86%,"1,501"
1394,SEB,4.57B,9.18,-,-,0.46,1.00,3.29,-,101.50%,-,13.00%,-,11.40%,3927.38,0.57%,191
1395,SEDG,16.27B,93.25,29.70,3.13,7.35,7.67,14.01,-,15.20%,44.64%,39.50%,29.81%,52.30%,294.52,1.46%,"402,638"
1396,SEE,8.38B,16.26,12.71,1.52,1.47,44.77,30.14,26.11,3.90%,9.66%,16.90%,10.66%,5.60%,57.62,-0.23%,"250,049"
1397,SEF,-,-,-,-,-,-,-,-,-,-,-,-,-,13.26,-0.22%,"114,200"
1398,SELF,58.97M,18.63,24.87,-,5.41,1.30,17.87,49.14,-45.70%,15.00%,44.70%,-,16.10%,5.78,1.05%,"19,763"
1399,SENEA,463.49M,10.00,-,-,0.33,0.83,42.52,-,-57.80%,-,29.40%,-,1.90%,57.21,-0.88%,"7,934"
1400,SFBC,101.39M,12.09,-,-,2.97,1.07,0.51,8.52,1.10%,-,10.70%,-,6.20%,38.22,-1.24%,"1,010"
1401,SFBS,4.25B,20.69,15.84,-,9.90,3.76,1.23,18.71,22.00%,11.60%,20.20%,-,14.40%,81.01,-0.28%,"60,220"
1402,SFL,1.34B,8.09,10.14,-,2.40,1.23,6.79,8.29,157.30%,-1.92%,-4.70%,-7.70%,4.50%,9.76,-0.91%,"166,932"
1403,SFM,2.91B,12.44,12.00,2.30,0.47,2.98,8.96,9.71,-13.50%,5.89%,20.40%,5.40%,8.60%,27.37,0.66%,"503,343"
1404,SGA,139.40M,12.13,-,6.06,1.26,0.70,2.53,16.02,675.10%,-,-3.20%,2.00%,-1.90%,23.32,-0.11%,"1,391"
1405,SGEN,31.37B,-,-,-,18.80,10.58,16.08,-,-210.10%,65.60%,-30.10%,39.20%,30.40%,172.22,-0.35%,"185,371"
1406,SGG,-,-,-,-,-,-,-,-,-,-,-,-,-,60.33,3.05%,26
1407,SGLY,84.66M,-,-,-,16.93,1.25,1.65,-,83.50%,-,7.00%,-,-6.80%,3.78,-1.72%,"21,140"
1408,SGMA,49.00M,3.27,-,-,0.14,0.44,15.81,-,245.20%,-,-6.20%,-,1.80%,8.42,3.44%,"12,524"
1409,SGML,1.83B,-,5.05,-,-,7.60,13.01,-,51.30%,1852.60%,4.30%,-,-,15.01,3.95%,"69,383"
1410,SGOV,-,-,-,-,-,-,-,-,-,-,-,-,-,100.08,0.00%,"625,155"
1411,SH,-,-,-,-,-,-,-,-,-,-,-,-,-,15.71,-0.88%,"18,843,696"
1412,SHBI,370.32M,16.16,9.88,1.62,4.68,1.07,0.65,148.13,-7.80%,18.10%,9.00%,10.00%,11.50%,19.05,0.16%,"20,453"
1413,SHEL,176.46B,8.88,5.20,8.88,0.61,1.07,4.60,6.96,192.60%,-4.18%,34.70%,1.00%,2.30%,49.27,-0.52%,"1,672,161"
1414,SHLX,5.70B,12.45,9.09,1.05,10.33,9.60,22.72,203.67,-0.90%,3.04%,-2.50%,11.90%,4.20%,14.41,-0.58%,"182,795"
